"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0086001","GO:0086001","cardiac muscle cell action potential","19/2016","88/18860",0.215909090909091,2.01986381673882,3.31749460292949,0.00209773657030273,0.0147115285926806,0.0103439616858656,"SCN4A/ATP1A2/NOS1/TBX18/KCNIP2/KCNJ5/SCN7A/ATP1B1/SCN1A/ANK2/SCN2B/SCN3A/SCN3B/KCND3/SLC8A1/SCN8A/NOS1AP/DMD/GJA5",19
"GO:0150104","GO:0150104","transport across blood-brain barrier","19/2016","88/18860",0.215909090909091,2.01986381673882,3.31749460292949,0.00209773657030273,0.0147115285926806,0.0103439616858656,"SLC38A5/ATP1A2/TFRC/SLC1A3/ABCB1/SLC5A1/SLC7A5/ABCC5/LEPR/ABCG2/FLVCR2/APOE/SLC6A6/SLC22A3/SLC16A12/SLC7A3/SLC27A4/SLC19A1/SLC2A4",19
"GO:0007596","GO:0007596","blood coagulation","41/2016","243/18860",0.168724279835391,1.5784424194918,3.13971623883496,0.00211987353434825,0.0148393956043615,0.0104338674669937,"SLC4A1/PLAUR/ACTB/ANGPT4/COMP/TFPI2/PIK3CG/SERPINE1/PTPN6/FN1/PLEK/ANGPTL1/PLAU/F10/F2RL3/ADORA2A/PRRG3/APOE/F12/EPHB2/THBS1/MMRN1/PTPRJ/FERMT3/ADRA2A/FCER1G/CSRP1/SVEP1/SERPINF2/COL3A1/P2RY12/FGG/ANGPTL7/HPSE/SAA1/LCK/GP1BA/PEAR1/F5/HBB/ADRA2B",41
"GO:0014074","GO:0014074","response to purine-containing compound","28/2016","149/18860",0.187919463087248,1.75801640566741,3.21369914851387,0.00212098939203069,0.0148393956043615,0.0104338674669937,"CFTR/RAPGEF3/CAD/PIK3CG/COL1A1/STAT1/IL1B/ADORA2A/CDO1/HMGCS2/TRPM2/CNGA3/DMTN/NPR2/GPD1/P2RY12/P2RY6/PER1/PENK/SLC8A1/WT1/PDE2A/TLR7/RYR3/AQP1/P2RY11/TIFAB/SCX",28
"GO:1905330","GO:1905330","regulation of morphogenesis of an epithelium","16/2016","69/18860",0.231884057971014,2.16931216931217,3.36637153872948,0.00212600318744596,0.0148568922508044,0.0104461696991715,"SOX8/FGF10/SIX4/TGFB1/SIX1/SULF1/FGF2/EGF/FGF7/ITGAX/STOX1/CXCL10/SIX2/MAGED1/LGR4/TNF",16
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","35/2016","199/18860",0.175879396984925,1.64537967615857,3.1663312290002,0.00213021273864377,0.0148687340151853,0.0104544958738635,"SOX8/IGF1/TNC/FGF10/PGR/SOX10/SIX4/TGFB1/TMEM59L/HOXA5/TIMELESS/MSX2/SIX1/SPRY2/SULF1/FGF2/LEF1/EGF/FGF7/SFRP2/GPC3/EDNRA/MMP14/VANGL2/TBX20/SIX2/CCL11/MAGED1/SOCS3/WT1/COL4A1/NRARP/TGM2/LGR4/TNF",35
"GO:1902622","GO:1902622","regulation of neutrophil migration","12/2016","45/18860",0.266666666666667,2.49470899470899,3.47290394282727,0.00214011392403442,0.0149202282062399,0.0104907024404319,"CD74/NCKAP1L/TNFAIP6/CCR7/RAC2/CCL21/ADAM8/SLAMF8/JAM3/CXCL8/FUT7/DPP4",12
"GO:0032526","GO:0032526","response to retinoic acid","22/2016","108/18860",0.203703703703704,1.90568048206937,3.26546525293017,0.00215685765946325,0.0150192490962859,0.010560325952787,"CD38/TNC/TFRC/BRINP1/HSD17B2/TESC/PTK6/HOXA2/COL1A1/LRAT/ALDH1A2/KLF4/RBP4/OSR1/DRD2/HAND2/AQP3/LEP/BRINP2/MICB/TNF/AQP1",22
"GO:0007080","GO:0007080","mitotic metaphase chromosome alignment","15/2016","63/18860",0.238095238095238,2.22741874527589,3.37598674944748,0.00219153920521732,0.0151889719048894,0.0106796613582381,"NDC80/BIRC5/TTK/KIF14/CCNB1/CDCA8/CENPE/KIF2C/NUF2/SKA1/SKA3/CDK1/AURKB/NUP62/KIFC1",15
"GO:0070228","GO:0070228","regulation of lymphocyte apoptotic process","15/2016","63/18860",0.238095238095238,2.22741874527589,3.37598674944748,0.00219153920521732,0.0151889719048894,0.0106796613582381,"ST3GAL1/CD74/BCL3/BAX/JAK3/GPAM/IDO1/ADAM8/CD3G/IL7R/LGALS9/AURKB/IRS2/PDCD1/CCL5",15
"GO:0001788","GO:0001788","antibody-dependent cellular cytotoxicity","5/2016","10/18860",0.5,4.67757936507936,4.02428152080632,0.00220435350040513,0.0151889719048894,0.0106796613582381,"FCGR2A/FCGR1A/FCGR3A/IGHG1/FCGR1BP",5
"GO:0033313","GO:0033313","meiotic cell cycle checkpoint signaling","5/2016","10/18860",0.5,4.67757936507936,4.02428152080632,0.00220435350040513,0.0151889719048894,0.0106796613582381,"TRIP13/CHFR/TTK/ZWINT/KNL1",5
"GO:0035701","GO:0035701","hematopoietic stem cell migration","5/2016","10/18860",0.5,4.67757936507936,4.02428152080632,0.00220435350040513,0.0151889719048894,0.0106796613582381,"PTPRC/GPLD1/JAM2/KIT/JAM3",5
"GO:0042590","GO:0042590","antigen processing and presentation of exogenous peptide antigen via MHC class I","5/2016","10/18860",0.5,4.67757936507936,4.02428152080632,0.00220435350040513,0.0151889719048894,0.0106796613582381,"CLEC4A/FCGR1A/FCER1G/HLA-A/IFI30",5
"GO:0099538","GO:0099538","synaptic signaling via neuropeptide","5/2016","10/18860",0.5,4.67757936507936,4.02428152080632,0.00220435350040513,0.0151889719048894,0.0106796613582381,"GRID2/NPY5R/PENK/GRID1/NPY2R",5
"GO:1905806","GO:1905806","regulation of synapse pruning","5/2016","10/18860",0.5,4.67757936507936,4.02428152080632,0.00220435350040513,0.0151889719048894,0.0106796613582381,"TREM2/ADGRB3/PLXNC1/KCNK13/VANGL2",5
"GO:2000109","GO:2000109","regulation of macrophage apoptotic process","5/2016","10/18860",0.5,4.67757936507936,4.02428152080632,0.00220435350040513,0.0151889719048894,0.0106796613582381,"CDKN2A/CCR5/NOD2/IRF7/CCL5",5
"GO:0001763","GO:0001763","morphogenesis of a branching structure","37/2016","214/18860",0.172897196261682,1.61748071502744,3.14281938259206,0.00220708920230687,0.0151901180023727,0.0106804672016541,"SOX8/IGF1/TNC/FGF10/PGR/SOX10/SIX4/TGFB1/TMEM59L/HOXA5/TIMELESS/MSX2/SIX1/SPRY2/ERMN/SULF1/FGF2/LEF1/EGF/FGF7/SFRP2/GPC3/DRD2/EDNRA/MMP14/VANGL2/TBX20/SIX2/CCL11/MAGED1/SOCS3/WT1/COL4A1/NRARP/TGM2/LGR4/TNF",37
"GO:0098815","GO:0098815","modulation of excitatory postsynaptic potential","13/2016","51/18860",0.254901960784314,2.38464830376595,3.42549778154734,0.00221248042723147,0.0152095166113865,0.0106941067406818,"CELF4/CBLN1/GRIN2D/STX1A/RGS4/NLGN4X/GRIA1/NLGN1/NRXN1/NPY2R/PRKN/RELN/NLGN3",13
"GO:0002448","GO:0002448","mast cell mediated immunity","14/2016","57/18860",0.245614035087719,2.29775828460039,3.39468626001519,0.0022245575518731,0.0152393791966092,0.0107151037047592,"CD84/LAT2/CHGA/PIK3CG/PTGDS/RAC2/KIT/FCER1G/SLC18A2/CD300A/LGALS9/RASGRP1/MRGPRX2/LAT",14
"GO:0050805","GO:0050805","negative regulation of synaptic transmission","14/2016","57/18860",0.245614035087719,2.29775828460039,3.39468626001519,0.0022245575518731,0.0152393791966092,0.0107151037047592,"CD38/CBLN1/PCDH17/IL1B/DRD2/GRID2/GRIA1/SLC24A2/NPY5R/PENK/SORCS2/NPY2R/PRKN/MAPT",14
"GO:0090102","GO:0090102","cochlea development","14/2016","57/18860",0.245614035087719,2.29775828460039,3.39468626001519,0.0022245575518731,0.0152393791966092,0.0107151037047592,"MCM2/KCNK2/CDH23/SOBP/TBX18/SIX1/CCNA2/VANGL2/FRZB/CTHRC1/SLC26A5/KCNK3/NECTIN3/TIFAB",14
"GO:0014033","GO:0014033","neural crest cell differentiation","20/2016","95/18860",0.210526315789474,1.96950710108605,3.27733239204239,0.00223433195051773,0.0152886232540056,0.0107497281586191,"SEMA3F/SOX8/SEMA3G/LRP6/SEMA5B/SEMA6A/SOX10/FOLR1/FN1/NRP2/EDN3/SIX1/ALDH1A2/EDNRB/SEMA6D/SEMA7A/EDNRA/FRZB/HAND2/CFL1",20
"GO:0018108","GO:0018108","peptidyl-tyrosine phosphorylation","24/2016","122/18860",0.19672131147541,1.84035909445746,3.2215522551933,0.00228001519027306,0.0155651845322105,0.0109441837685527,"FGF10/OSM/PTK6/ANGPT4/JAK3/PTPN6/ZAP70/TNFSF18/CD80/RAP2C/SRMS/EPHB2/IL21/FGF7/ERBB2/SFRP2/IL18/SAMSN1/KIT/DMTN/ITGB2/PARP14/CSPG4/LCK",24
"GO:0072009","GO:0072009","nephron epithelium development","24/2016","122/18860",0.19672131147541,1.84035909445746,3.2215522551933,0.00228001519027306,0.0155651845322105,0.0109441837685527,"SOX8/PROM1/SIX4/TGFB1/TMEM59L/STAT1/SIX1/EDNRB/FGF2/OSR1/GPC3/EDNRA/KIF26B/KLF15/HEYL/SIX2/MTSS1/IRX3/MAGED1/WT1/POU3F3/LGR4/AQP1/CD24",24
"GO:0006310","GO:0006310","DNA recombination","56/2016","358/18860",0.156424581005587,1.46337678460583,3.06230486579043,0.00230053156651501,0.0156871310510227,0.0110299267360745,"BRCA1/HMGB3/FOXP3/RAD51/POLQ/TRIP13/TFRC/MCM2/TBX21/ACTB/MCM6/PTPRC/CDC45/CDC7/TGFB1/RAD51AP1/TIMELESS/TNFSF4/HELLS/MND1/HROB/AUNIP/TOP2A/BRIP1/LEF1/BRCA2/PIF1/PARP1/FANCD2/CHEK1/EME1/TONSL/RECQL4/HFM1/CGAS/PLK1/FEN1/IL7R/NABP1/EXO1/ATAD5/GEN1/RMI1/FANCB/RAD51B/KPNA2/H1-5/PARPBP/H1-6/H2AX/SLX4/XRCC2/RAD54B/BLM/MSH5/UHRF1",56
"GO:0030326","GO:0030326","embryonic limb morphogenesis","25/2016","129/18860",0.193798449612403,1.8130152577827,3.20549458094201,0.0023167876795814,0.0157616211296723,0.0110823021581575,"ALX4/PITX1/HOXA9/BAX/SALL4/DLX5/ZBTB16/MSX2/HOXC11/RUNX2/ALDH1A2/LRP4/LEF1/CRABP2/OSR1/SFRP2/GPC3/FLVCR1/INTU/HAND2/CHST11/HOXC10/DYNC2H1/GJA5/MUSTN1",25
"GO:0035113","GO:0035113","embryonic appendage morphogenesis","25/2016","129/18860",0.193798449612403,1.8130152577827,3.20549458094201,0.0023167876795814,0.0157616211296723,0.0110823021581575,"ALX4/PITX1/HOXA9/BAX/SALL4/DLX5/ZBTB16/MSX2/HOXC11/RUNX2/ALDH1A2/LRP4/LEF1/CRABP2/OSR1/SFRP2/GPC3/FLVCR1/INTU/HAND2/CHST11/HOXC10/DYNC2H1/GJA5/MUSTN1",25
"GO:0042770","GO:0042770","signal transduction in response to DNA damage","35/2016","200/18860",0.175,1.63715277777778,3.13389713036065,0.00232280485989186,0.0157843934846904,0.0110983138435728,"BRCA1/CD74/RAD51/BCL3/GTSE1/WDR76/CLSPN/E2F1/FBXO31/NOP53/MAP2K6/FOXM1/FBXO6/BRIP1/IER3/BRCA2/TICRR/PMAIP1/DTL/INTS7/FANCD2/CDKN2A/ANKRD1/CHEK1/RAD9B/PLA2R1/EME1/DONSON/E2F7/PLK1/CDK1/ATAD5/MUC1/H2AX/BLM",35
"GO:0090307","GO:0090307","mitotic spindle assembly","17/2016","76/18860",0.223684210526316,2.09260129490393,3.30184319728813,0.00236880107154794,0.0160784752410923,0.0113050884422537,"TPX2/BIRC5/KIF4A/MYBL2/CDC20/NEK2/CDCA8/KIF23/KIF11/RACGAP1/KIF15/PLK1/AURKB/RCC1/PRC1/KIFC1/UHRF1",17
"GO:0033002","GO:0033002","muscle cell proliferation","42/2016","252/18860",0.166666666666667,1.55919312169312,3.09167774833645,0.00238843962567496,0.0161931824162733,0.011385741286565,"IGF1/TGFBR3/NDC80/KCNK2/HMOX1/MMP9/CCN4/TGFB1/TGFBR1/OGN/IL12B/STAT1/TNFAIP3/TGFB3/SIX1/CNN1/APOE/DNMT1/PPARG/CCNB1/KLF4/THBS1/RBP4/FGF2/TCF7L2/TENM4/IL18/SAV1/EPHB1/NPY5R/TBX20/GPER1/NDRG2/SERPINF2/NPR1/CDK1/PDGFD/P2RY6/NKX2-5/APOD/TNF/CCL5",42
"GO:0007422","GO:0007422","peripheral nervous system development","19/2016","89/18860",0.213483146067416,1.99716871767434,3.26213494050321,0.00240523735389538,0.0162883885867463,0.0114526825954457,"SOX8/RUNX3/MYOC/GPC1/SOX10/PRX/ARTN/ONECUT2/EDNRB/ERBB2/COL6A1/NTRK2/HAND2/CDK5/CDK1/NCMAP/LAMA2/SCN8A/PLXNA4",19
"GO:1901222","GO:1901222","regulation of non-canonical NF-kappaB signal transduction","22/2016","109/18860",0.201834862385321,1.88819717489442,3.21730621048447,0.00243524805704396,0.0164727534476475,0.0115823131124492,"SPI1/BCL3/C1QTNF3/TREM2/PYCARD/SASH1/IL12B/CD86/NMI/IL1B/PTPN22/HAVCR2/IL18/NR3C2/LAPTM5/NOD2/NLRC3/LGALS9/C1QTNF4/SPHK1/RTKN2/TNF",22
"GO:0006833","GO:0006833","water transport","9/2016","29/18860",0.310344827586207,2.90332512315271,3.54860177293235,0.00245043704998359,0.0164999815939669,0.011601457751331,"CFTR/PKP1/SLC5A1/AVPR2/AQP7/AQP3/HAS2/AQP1/AQP7B",9
"GO:0010818","GO:0010818","T cell chemotaxis","9/2016","29/18860",0.310344827586207,2.90332512315271,3.54860177293235,0.00245043704998359,0.0164999815939669,0.011601457751331,"PIK3CG/CXCL12/CCL21/CXCL10/CXCL11/GPR183/CXCR3/CCL5/CCL3",9
"GO:0045063","GO:0045063","T-helper 1 cell differentiation","9/2016","29/18860",0.310344827586207,2.90332512315271,3.54860177293235,0.00245043704998359,0.0164999815939669,0.011601457751331,"TMEM98/TBX21/IL12RB1/JAK3/IL12B/TNFSF4/CD80/LEF1/SPN",9
"GO:2000319","GO:2000319","regulation of T-helper 17 cell differentiation","9/2016","29/18860",0.310344827586207,2.90332512315271,3.54860177293235,0.00245043704998359,0.0164999815939669,0.011601457751331,"FOXP3/TBX21/IL12RB1/SMAD7/JAK3/CD69/IL12B/TNFSF18/JUNB",9
"GO:0003015","GO:0003015","heart process","45/2016","275/18860",0.163636363636364,1.53084415584416,3.06784972548468,0.00247279456218347,0.0165805888018642,0.0116581342458802,"SCN4A/ATP1A2/NOX4/NOS1/CHGA/SMAD7/PIK3CG/MAP2K6/TBX18/RGS4/KCNIP2/KCNJ5/ADRA1A/TMIGD3/EDN3/EDN2/EDNRB/SCN7A/ATP1B1/SCN1A/ANK2/GSN/DRD2/SCN2B/THRB/EDNRA/SCN3A/ATP2B2/SCN3B/KCND3/HOPX/DES/IRX3/KCNIP1/SLC8A1/NKX2-5/RNLS/SGCZ/TRDN/SCN8A/NOS1AP/DMD/TNF/GJA5/FXYD1",45
"GO:0030509","GO:0030509","BMP signaling pathway","32/2016","179/18860",0.17877094972067,1.6724306109781,3.1272018085636,0.00247343391689429,0.0165805888018642,0.0116581342458802,"TGFBR3/SMAD7/CHRDL1/COMP/DLX5/BMP8B/MSX2/SMAD9/TNFAIP6/RUNX2/ID1/PPARG/SKIL/SULF1/LEF1/ARK2C/DLX1/SFRP2/SCUBE3/GPC3/CRIM1/NFIA/GPR155/TBX20/TMEM100/FSTL5/SOSTDC1/SOX11/GREM2/RGMA/BMP8A/SCX",32
"GO:1903034","GO:1903034","regulation of response to wounding","32/2016","179/18860",0.17877094972067,1.6724306109781,3.1272018085636,0.00247343391689429,0.0165805888018642,0.0116581342458802,"TNFRSF12A/PLAUR/GRN/WFDC1/CCN4/PTN/SERPINE1/TMEM97/PTPN6/TNFAIP3/SPP1/PLAU/APOE/F12/EPHB2/KLF4/IL33/KIAA0319/THBS1/FGF2/MMRN1/SIGLEC10/ADRA2A/DMTN/SERPINF2/FGG/CLEC7A/HPSE/RGMA/GP1BA/TNF/EPPK1",32
"GO:0010742","GO:0010742","macrophage derived foam cell differentiation","11/2016","40/18860",0.275,2.57266865079365,3.44460473022271,0.00248404868154627,0.0165805888018642,0.0116581342458802,"MSR1/APOB/TGFB1/IL1B/PPARG/ITGAV/IL18/ABCA5/ABCG1/LPL/TNF",11
"GO:0010885","GO:0010885","regulation of cholesterol storage","7/2016","19/18860",0.368421052631579,3.44663742690058,3.69127514527915,0.00248764923329728,0.0165805888018642,0.0116581342458802,"MSR1/APOB/TREM2/PPARG/ABCG1/LPL/CES1",7
"GO:0051895","GO:0051895","negative regulation of focal adhesion assembly","7/2016","19/18860",0.368421052631579,3.44663742690058,3.69127514527915,0.00248764923329728,0.0165805888018642,0.0116581342458802,"ARHGAP6/THBS1/MMP14/DMTN/FAM107A/RCC2/APOD",7
"GO:0060263","GO:0060263","regulation of respiratory burst","7/2016","19/18860",0.368421052631579,3.44663742690058,3.69127514527915,0.00248764923329728,0.0165805888018642,0.0116581342458802,"GRN/RAC2/JCHAIN/SLAMF8/CLEC7A/IGHA2/IGHA1",7
"GO:1902101","GO:1902101","positive regulation of metaphase/anaphase transition of cell cycle","7/2016","19/18860",0.368421052631579,3.44663742690058,3.69127514527915,0.00248764923329728,0.0165805888018642,0.0116581342458802,"CDC20/DLGAP5/ESPL1/USP44/SKA1/SKA3/UBE2C",7
"GO:1903978","GO:1903978","regulation of microglial cell activation","7/2016","19/18860",0.368421052631579,3.44663742690058,3.69127514527915,0.00248764923329728,0.0165805888018642,0.0116581342458802,"GRN/CST7/PTPRC/TREM2/MMP8/SPHK1/CCL3",7
"GO:0019058","GO:0019058","viral life cycle","48/2016","298/18860",0.161073825503356,1.50687120485778,3.05123280835033,0.00251902488485485,0.0167708053144841,0.0117918791729396,"IL32/CD4/LTF/CD74/TFRC/LAMP3/ITGB5/ICAM1/APOBEC3H/SELPLG/OAS3/OAS2/CD86/IFIH1/CD80/CXCR4/APOE/BST2/TOP2A/RSAD2/OASL/ITGAV/ITGB7/NCAM1/GBP5/ADAR/CCR5/NFIA/CTSB/ANPEP/LGALS9/CXCL8/CDK1/LRRC15/ISG20/NECTIN3/KPNA2/PRKN/P4HB/SLC52A2/IFITM1/TNFRSF4/ISG15/HLA-DRB1/DPP4/TNF/CLEC5A/CCL5",48
"GO:0019915","GO:0019915","lipid storage","20/2016","96/18860",0.208333333333333,1.9489914021164,3.22490673957005,0.0025446107002399,0.0169220905059823,0.0118982507314515,"MSR1/ACACB/APOB/TREM2/SQLE/LRAT/APOE/PPARG/HILPDA/B4GALNT1/ITGAV/ABCG1/RNF213/LEP/LPL/CIDEA/CIDEC/CES1/TNF/IKBKE",20
"GO:0018212","GO:0018212","peptidyl-tyrosine modification","24/2016","123/18860",0.195121951219512,1.82539682539683,3.17722008476795,0.00255191200886112,0.0169421111590203,0.0119123276417227,"FGF10/OSM/PTK6/ANGPT4/JAK3/PTPN6/ZAP70/TNFSF18/CD80/RAP2C/SRMS/EPHB2/IL21/FGF7/ERBB2/SFRP2/IL18/SAMSN1/KIT/DMTN/ITGB2/PARP14/CSPG4/LCK",24
"GO:0014706","GO:0014706","striated muscle tissue development","65/2016","430/18860",0.151162790697674,1.41415190107051,3.00547553554562,0.00255335267975087,0.0169421111590203,0.0119123276417227,"MCUB/SOX8/IGF1/MYOM2/BARX2/COL11A1/GPC1/PITX1/TGFBR3/KCNK2/NOX4/SIX4/MYOM1/SMAD7/TGFB1/MEOX2/TGFBR1/HLF/TBX18/LOX/BCL9/RGS4/CENPF/MSX2/ADRA1A/SIX1/ALDH1A2/CCNB1/SKIL/RBP4/FGF2/LEF1/COL6A1/MEIS1/ANKRD1/TENM4/EDNRA/SAV1/HOMER1/PGM5/EPHB1/EOMES/HEYL/PI16/TBX20/CDK5/IGF2/CDK1/HOPX/SOX11/IRX3/SLC8A1/NKX2-5/WT1/MAFF/SGCZ/STAC3/DNER/PAX5/ERO1A/ALPK2/DMD/FER1L6/SCX/GJA5",65
"GO:0048588","GO:0048588","developmental cell growth","40/2016","238/18860",0.168067226890756,1.57229558490063,3.07381475235563,0.00256075818120626,0.016960900436727,0.0119255387480655,"SEMA3F/TNFRSF12A/SEMA3G/IGF1/SYT1/SPAG6/SEMA5B/AURKA/ARHGAP4/SMAD7/CXCL12/ITGA4/FN1/RGS4/NRP2/SPP1/ADRA1A/EDN3/EDN2/APOE/PLXNA3/POSTN/KIAA0319/SEMA6D/SEMA7A/CRABP2/MEIS1/EDNRA/NPR2/PI16/CDK5/LPAR3/RGMA/NDN/SLIT3/PRKN/MAPT/TRPV2/NLGN3/PLXNA4",40
"GO:0001832","GO:0001832","blastocyst growth","8/2016","24/18860",0.333333333333333,3.11838624338624,3.59251347046968,0.00256479110122361,0.016960900436727,0.0119255387480655,"IGF1/GRN/GINS1/SALL4/BRCA2/NCAPG2/CHEK1/RAD51B",8
"GO:0045591","GO:0045591","positive regulation of regulatory T cell differentiation","8/2016","24/18860",0.333333333333333,3.11838624338624,3.59251347046968,0.00256479110122361,0.016960900436727,0.0119255387480655,"FOXP3/IL4I1/TGFB1/IL2RG/LGALS9/LILRB4/HLA-DRB1/HLA-DRA",8
"GO:0050714","GO:0050714","positive regulation of protein secretion","29/2016","158/18860",0.183544303797468,1.71708609604179,3.13139458863728,0.00257628589016133,0.0169810979215565,0.0119397399922062,"CFTR/CD38/TMEM132A/IGF1/C1QTNF3/TREM2/PCK2/MYOM1/TGFB1/GPLD1/TGFB3/GPR68/ADORA2A/PPARG/TLR2/RBP4/ANKRD1/TCF7L2/ADAM8/ABCG1/GPER1/APBB1/PRKCB/FGG/C2CD2L/PRKN/IRS2/HLA-DRB1/DOC2B",29
"GO:1903169","GO:1903169","regulation of calcium ion transmembrane transport","29/2016","158/18860",0.183544303797468,1.71708609604179,3.13139458863728,0.00257628589016133,0.0169810979215565,0.0119397399922062,"MCUB/CD4/ATP1A2/BAK1/BAX/NOS1/CORO1A/CEMIP/TGFB1/PIK3CG/CALCA/PTPN6/CRHR1/F2RL3/CXCL9/ATP1B1/ANK2/THY1/GPER1/CXCL10/CXCL11/P2RY6/PRNP/GPR35/SLC8A1/TRDN/CXCR3/NOS1AP/DMD",29
"GO:0097061","GO:0097061","dendritic spine organization","18/2016","83/18860",0.216867469879518,2.02882960413081,3.24976063155283,0.00257646225230653,0.0169810979215565,0.0119397399922062,"ARHGAP33/PAK3/LZTS3/TREM2/APOE/EPHB2/DOCK10/HOMER1/EPHB1/LRP8/ARMCX5-GPRASP2/CDK5/IL1RAPL1/NLGN1/PRNP/CFL1/CDK5R1/RELN",18
"GO:0098656","GO:0098656","monoatomic anion transmembrane transport","28/2016","151/18860",0.185430463576159,1.73473142016188,3.13598355358033,0.00259485636045703,0.0170832859721848,0.0120115903967235,"CFTR/SLC4A1/CLCA4/SLC4A7/PACC1/ANO8/SLC1A3/KCNK2/APOL1/SLC6A2/SLC17A7/SLC12A7/ABCC5/ANO3/KCNK1/TTYH3/GLRA3/SLC12A9/ANO4/GABRA2/SLC25A27/SLC4A2/TTYH1/SLC26A5/SLC19A1/GABRD/SLC12A8/FXYD1",28
"GO:0030261","GO:0030261","chromosome condensation","12/2016","46/18860",0.260869565217391,2.44047619047619,3.38396925040496,0.00261844809500838,0.0172002945974329,0.0120938614353077,"NCAPG/SMC4/NCAPH/TOP2A/CCNB1/NUSAP1/NCAPG2/GPER1/PLK1/CDK1/H1-5/H1-6",12
"GO:0099054","GO:0099054","presynapse assembly","12/2016","46/18860",0.260869565217391,2.44047619047619,3.38396925040496,0.00261844809500838,0.0172002945974329,0.0120938614353077,"GPC4/CBLN1/PCDH17/LRRC4B/LRP4/NLGN4X/GRID2/LRFN5/IL1RAPL1/NLGN1/NRXN1/NLGN3",12
"GO:0060997","GO:0060997","dendritic spine morphogenesis","14/2016","58/18860",0.241379310344828,2.25814176245211,3.31988873594712,0.00264912523462664,0.0173737490945636,0.0122158206634911,"ARHGAP33/PAK3/LZTS3/EPHB2/DOCK10/EPHB1/LRP8/ARMCX5-GPRASP2/CDK5/IL1RAPL1/NLGN1/CFL1/CDK5R1/RELN",14
"GO:0008154","GO:0008154","actin polymerization or depolymerization","33/2016","187/18860",0.176470588235294,1.65091036414566,3.09468834347929,0.0026520687242961,0.0173737490945636,0.0122158206634911,"SCIN/TENM1/ARHGAP6/PAK3/CORO1A/COTL1/PYCARD/CXCL12/PFN1/CRACD/ARPC3/PLEK/NCKAP1L/CCR7/MICAL2/MICAL1/TMOD1/CCL21/DIAPH3/GSN/ADD3/PLEKHH2/CYRIB/ENAH/CATIP/DMTN/LMOD1/ARPC2/MICALL2/WASHC5/FAM107A/CCL11/CFL1",33
"GO:0032755","GO:0032755","positive regulation of interleukin-6 production","21/2016","103/18860",0.203883495145631,1.90736245954693,3.19447657698298,0.00265660845424315,0.0173737490945636,0.0122158206634911,"CD74/POU2F2/TLR8/PYCARD/TGFB1/IFIH1/TNFSF4/IL1B/IL33/TLR2/TSLP/FCER1G/LAPTM5/NOD2/LGALS9/CLEC7A/C1QTNF4/LEP/LPL/TLR7/TNF",21
"GO:0042542","GO:0042542","response to hydrogen peroxide","21/2016","103/18860",0.203883495145631,1.90736245954693,3.19447657698298,0.00265660845424315,0.0173737490945636,0.0122158206634911,"BAK1/HMOX1/EZH2/COL1A1/STAT1/TNFAIP3/CAT/KLF4/IL18BP/TRPM2/CDKN2A/CDK1/PDGFD/CFL1/SPHK1/HBA2/MT-ND5/HBA1/AQP1/HBB/TXNIP",21
"GO:0006968","GO:0006968","cellular defense response","13/2016","52/18860",0.25,2.33878968253968,3.34444992866827,0.00266631777366884,0.0173795707584677,0.0122199139885316,"TCIRG1/GNLY/ADORA2A/IL33/CXCL9/DCDC2/CCR5/FCMR/TRAT1/MNDA/SH2D1A/SPN/CLEC5A",13
"GO:0042572","GO:0042572","retinol metabolic process","13/2016","52/18860",0.25,2.33878968253968,3.34444992866827,0.00266631777366884,0.0173795707584677,0.0122199139885316,"HSD17B6/LIPE/RPE65/LRAT/ALDH1A2/RDH5/RBP4/CYP1A1/ALDH1A1/AKR1C3/ADH1B/ADH4/ADH1C",13
"GO:2000404","GO:2000404","regulation of T cell migration","13/2016","52/18860",0.25,2.33878968253968,3.34444992866827,0.00266631777366884,0.0173795707584677,0.0122199139885316,"CORO1A/PYCARD/CXCL12/CD69/ITGA4/CCL21/ADAM8/LGALS9/CXCL10/P4HB/APOD/SPN/CCL5",13
"GO:0042445","GO:0042445","hormone metabolic process","41/2016","246/18860",0.166666666666667,1.55919312169312,3.05415797714347,0.00266974784149907,0.0173827634790116,0.0122221588523995,"HSD17B6/TG/LIPE/HSD17B2/CMA1/DHRS2/SLC16A10/STC2/TPO/RPE65/SPP1/LRAT/INHBA/CHST8/ALDH1A2/STARD3/RDH5/EDNRB/LHCGR/RBP4/CYP11A1/CYP1A1/CRABP2/PLA2G7/TCF7L2/AKR1C2/TIPARP/CTSB/ALDH1A1/ANPEP/CYP2S1/LEP/P4HB/AKR1C1/AKR1C3/MME/ADH1B/DPP4/ADH4/ADH1C/SRD5A2",41
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube","30/2016","166/18860",0.180722891566265,1.69069133677567,3.09220950912506,0.00280052960224283,0.0182142255318587,0.012806775982001,"SOX8/IGF1/TNC/FGF10/PGR/SIX4/TGFB1/TMEM59L/HOXA5/TIMELESS/MSX2/SIX1/SPRY2/FGF2/LEF1/EGF/SFRP2/GPC3/EDNRA/MMP14/VANGL2/TBX20/SIX2/CCL11/MAGED1/WT1/COL4A1/NRARP/LGR4/TNF",30
