,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,log10padj,significant,symbol
ENSG00000232994.1,13.12729892,0.037520898,0.781081144,0.048037131,0.96168665,0.988293488,0.005114066,FALSE,NA
ENSG00000241570.8,23.50631614,-0.028754201,0.598240147,-0.048064646,0.961664722,0.988293488,0.005114066,FALSE,PAQR9-AS1
ENSG00000254999.4,2359.146085,-0.012076397,0.251417094,-0.048033316,0.961689691,0.988293488,0.005114066,FALSE,BRK1
ENSG00000267838.2,46.14406208,-0.030870872,0.639929715,-0.048241036,0.961524146,0.988293488,0.005114066,FALSE,NA
ENSG00000268592.3,6.281544522,0.052438602,1.08086664,0.04851533,0.961305547,0.988293488,0.005114066,FALSE,RAET1E-AS1
ENSG00000268635.2,4.651187224,0.052859383,1.104922849,0.047839886,0.961843848,0.988293488,0.005114066,FALSE,NA
ENSG00000271387.1,15.57085369,-0.031014257,0.642863624,-0.048243914,0.961521853,0.988293488,0.005114066,FALSE,C1orf21-DT
ENSG00000287238.2,260.7577494,0.017807138,0.372139887,0.047850658,0.961835264,0.988293488,0.005114066,FALSE,NA
ENSG00000127870.17,1486.064622,-0.01441252,0.301914898,-0.04773703,0.961925822,0.988313724,0.005105174,FALSE,RNF6
ENSG00000242028.8,268.649255,-0.022399593,0.469417498,-0.047717848,0.96194111,0.988313724,0.005105174,FALSE,HYPK
ENSG00000007866.22,1026.841078,-0.013263844,0.279591724,-0.047440045,0.962162513,0.988357464,0.005085953,FALSE,TEAD3
ENSG00000113231.14,280.8952103,0.037209908,0.782116178,0.047575934,0.962054212,0.988357464,0.005085953,FALSE,PDE8B
ENSG00000114850.7,9009.499903,-0.019523812,0.411326556,-0.047465478,0.962142244,0.988357464,0.005085953,FALSE,SSR3
ENSG00000163406.11,380.7652353,0.031543328,0.663224499,0.047560559,0.962066466,0.988357464,0.005085953,FALSE,SLC15A2
ENSG00000163875.16,2000.029755,0.010326765,0.217818304,0.047409996,0.962186462,0.988357464,0.005085953,FALSE,MEAF6
ENSG00000279905.1,16.15069806,0.030944336,0.653213867,0.047372442,0.962216393,0.988357464,0.005085953,FALSE,NA
ENSG00000289943.1,12.76818682,0.036853673,0.780408444,0.047223571,0.962335042,0.988439495,0.00504991,FALSE,NA
ENSG00000123415.16,464.7029145,0.012689534,0.271838012,0.046680498,0.962767874,0.988604497,0.004977418,FALSE,SMUG1
ENSG00000142627.13,633.4370955,-0.030068284,0.643284469,-0.046741815,0.962719003,0.988604497,0.004977418,FALSE,EPHA2
ENSG00000159423.17,653.2991722,-0.022430595,0.480411208,-0.046690407,0.962759976,0.988604497,0.004977418,FALSE,ALDH4A1
ENSG00000185615.16,5.71344193,0.050247896,1.07328047,0.046817115,0.962658988,0.988604497,0.004977418,FALSE,PDIA2
ENSG00000196329.12,1346.130909,0.018677493,0.39822033,0.046902409,0.962591008,0.988604497,0.004977418,FALSE,GIMAP5
ENSG00000228084.3,38.79853769,0.037952236,0.813856196,0.046632607,0.962806044,0.988604497,0.004977418,FALSE,NA
ENSG00000243260.3,9.61264549,-0.050561028,1.079469355,-0.04683878,0.962641721,0.988604497,0.004977418,FALSE,RN7SL558P
ENSG00000250397.2,15.93180691,-0.028275618,0.602346018,-0.046942483,0.962559069,0.988604497,0.004977418,FALSE,NA
ENSG00000106479.11,1055.031913,0.020323523,0.437011357,0.046505709,0.962907184,0.988668511,0.004949298,FALSE,ZNF862
ENSG00000101596.17,4903.069894,-0.014458581,0.312140341,-0.046320771,0.963054584,0.988681118,0.00494376,FALSE,SMCHD1
ENSG00000107362.14,442.6074719,-0.01333868,0.287686702,-0.046365299,0.963019094,0.988681118,0.00494376,FALSE,ABHD17B
ENSG00000113327.17,845.9124803,-0.01879181,0.407623652,-0.046100881,0.963229844,0.988681118,0.00494376,FALSE,GABRG2
ENSG00000125780.12,29.85318326,-0.076799899,1.662898865,-0.046184347,0.963163318,0.988681118,0.00494376,FALSE,TGM3
ENSG00000250302.3,5.224461695,0.04654014,1.004962885,0.046310307,0.963062924,0.988681118,0.00494376,FALSE,LOC107986281
ENSG00000266900.1,45.51122873,0.020477442,0.444006065,0.046119735,0.963214816,0.988681118,0.00494376,FALSE,NA
ENSG00000279035.1,14.13049711,-0.035486793,0.76965205,-0.04610758,0.963224505,0.988681118,0.00494376,FALSE,NA
ENSG00000281538.1,7.774568137,0.043970305,0.953056326,0.046136103,0.963201771,0.988681118,0.00494376,FALSE,NA
ENSG00000239617.1,4.961151966,-0.05448006,1.186904458,-0.045900965,0.963389185,0.988804841,0.004889416,FALSE,RPL32P27
ENSG00000130787.14,1025.226596,-0.018317098,0.399931686,-0.045800567,0.963469207,0.988847147,0.004870835,FALSE,HIP1R
ENSG00000115138.11,15.67751962,-0.05171264,1.134883874,-0.045566459,0.963655803,0.988972955,0.004815585,FALSE,POMC
ENSG00000159164.10,204.4260322,-0.023393378,0.513582644,-0.045549394,0.963669405,0.988972955,0.004815585,FALSE,SV2A
ENSG00000100271.17,277.6595879,-0.01370182,0.302767436,-0.045255262,0.963903846,0.988974583,0.00481487,FALSE,TTLL1
ENSG00000121297.8,941.6776134,-0.016977557,0.375138694,-0.045256746,0.963902664,0.988974583,0.00481487,FALSE,TSHZ3
ENSG00000158445.10,583.6091397,0.031753403,0.698615853,0.045451879,0.96374713,0.988974583,0.00481487,FALSE,KCNB1
ENSG00000255750.6,46.4095661,0.056693072,1.251830119,0.045288151,0.963877632,0.988974583,0.00481487,FALSE,SSPN-AS1
ENSG00000276934.1,6.907449677,-0.044164395,0.973926944,-0.045346722,0.963830947,0.988974583,0.00481487,FALSE,NA
ENSG00000278383.1,7.579680098,-0.040378944,0.892067534,-0.045264448,0.963896525,0.988974583,0.00481487,FALSE,NA
ENSG00000149600.12,995.2417872,0.011778683,0.260882441,0.045149388,0.963988236,0.989021347,0.004794335,FALSE,COMMD7
ENSG00000204815.10,37.61000427,-0.026104052,0.580091175,-0.044999912,0.964107379,0.989103762,0.004758146,FALSE,ODAD4
ENSG00000274922.3,56.95662526,-0.019936119,0.44472235,-0.044828237,0.964244218,0.989204324,0.004713994,FALSE,NA
ENSG00000117013.17,36.37609751,0.046082419,1.034881186,0.044529188,0.964482586,0.989255663,0.004691455,FALSE,KCNQ4
ENSG00000154198.15,6.975466908,-0.079110267,1.777110729,-0.044516228,0.964492916,0.989255663,0.004691455,FALSE,NA
ENSG00000269155.2,21.82215985,0.042029823,0.942554479,0.0445914,0.964432998,0.989255663,0.004691455,FALSE,LOC441179
ENSG00000279714.1,12.85667206,0.034347113,0.772030963,0.044489295,0.964514385,0.989255663,0.004691455,FALSE,NA
ENSG00000291156.1,26.47795292,-0.046706851,1.050223712,-0.044473239,0.964527183,0.989255663,0.004691455,FALSE,LOC100288175
ENSG00000293082.1,12.51357088,-0.05434589,1.220970016,-0.044510421,0.964497545,0.989255663,0.004691455,FALSE,NA
ENSG00000226686.10,137.0922835,0.034008406,0.766489305,0.044369055,0.964610228,0.98930102,0.004671543,FALSE,LINC01535
ENSG00000164292.13,4969.894694,-0.026581406,0.601135399,-0.044218668,0.964730102,0.989304515,0.004670009,FALSE,RHOBTB3
ENSG00000286730.1,19.53854522,0.029590237,0.668802211,0.04424363,0.964710204,0.989304515,0.004670009,FALSE,NA
ENSG00000292986.1,1495.96607,0.031038521,0.700931509,0.044281818,0.964679765,0.989304515,0.004670009,FALSE,DUXAP10
ENSG00000042445.14,2716.722621,0.016797305,0.38182974,0.043991609,0.964911093,0.989450299,0.004606016,FALSE,RETSAT
ENSG00000124587.14,541.0409963,0.01539329,0.35138771,0.043807137,0.965058138,0.98946252,0.004600652,FALSE,PEX6
ENSG00000229619.6,285.3980143,0.033367834,0.760527165,0.043874611,0.965004353,0.98946252,0.004600652,FALSE,MBNL1-AS1
ENSG00000232671.8,10.9041139,-0.035678618,0.8128105,-0.043895371,0.964987805,0.98946252,0.004600652,FALSE,ZNF687-AS1
ENSG00000289103.2,33.6087683,-0.037930676,0.866356894,-0.043781813,0.965078324,0.98946252,0.004600652,FALSE,NA
ENSG00000124935.4,2992.113328,-0.086995177,1.992276297,-0.043666221,0.965170465,0.989517177,0.004576662,FALSE,SCGB1D2
ENSG00000232466.1,10.53466109,-0.047209345,1.083670026,-0.043564318,0.965251695,0.989560645,0.004557585,FALSE,H3P31
ENSG00000146457.16,3295.782732,-0.016310917,0.37485262,-0.04351288,0.965292698,0.98956287,0.004556609,FALSE,WTAP
ENSG00000029363.17,8433.864642,0.009163108,0.21168919,0.04328567,0.965473814,0.989668017,0.004510464,FALSE,BCLAF1
ENSG00000172818.10,138.9053398,0.029773934,0.688604943,0.043238048,0.965511775,0.989668017,0.004510464,FALSE,OVOL1
ENSG00000263235.1,8.129917596,0.058630837,1.355958774,0.043239395,0.965510702,0.989668017,0.004510464,FALSE,NA
ENSG00000073417.15,1247.297253,0.012063979,0.281945424,0.04278835,0.965870251,0.989776591,0.004462822,FALSE,PDE8A
ENSG00000130540.14,21.69981094,0.051378759,1.200801814,0.042787043,0.965871293,0.989776591,0.004462822,FALSE,SULT4A1
ENSG00000174721.10,38.66831424,0.022373901,0.523193576,0.042764097,0.965889584,0.989776591,0.004462822,FALSE,FGFBP3
ENSG00000198626.19,162.783865,0.028099223,0.654329056,0.042943566,0.96574652,0.989776591,0.004462822,FALSE,RYR2
ENSG00000231245.2,14.83534495,0.160694591,3.737534649,0.04299481,0.965705671,0.989776591,0.004462822,FALSE,NA
ENSG00000237249.1,4.924717403,-0.048863365,1.138395921,-0.042922997,0.965762916,0.989776591,0.004462822,FALSE,NA
ENSG00000291029.1,30.99874724,0.027676764,0.646658302,0.042799673,0.965861224,0.989776591,0.004462822,FALSE,FKBP9P1
ENSG00000111850.11,270.5733386,-0.012779875,0.300298594,-0.042557224,0.966054495,0.989791628,0.004456224,FALSE,SMIM8
ENSG00000163703.20,1150.789106,-0.010631769,0.250096773,-0.042510622,0.966091644,0.989791628,0.004456224,FALSE,CRELD1
ENSG00000181638.20,507.8546007,0.014862224,0.349451882,0.042530102,0.966076115,0.989791628,0.004456224,FALSE,ZFP41
ENSG00000182177.15,10.51289663,0.040736618,0.958491852,0.042500745,0.966099518,0.989791628,0.004456224,FALSE,ASB18
ENSG00000243694.5,27.86656614,0.030695884,0.723049877,0.042453343,0.966137305,0.989791628,0.004456224,FALSE,NA
ENSG00000279773.1,31.16172732,-0.054053191,1.269419695,-0.042581025,0.966035522,0.989791628,0.004456224,FALSE,NA
ENSG00000243709.1,8.720317731,0.060855781,1.440815162,0.042237049,0.966309728,0.989928474,0.004396184,FALSE,LEFTY1
ENSG00000041353.10,3210.064875,0.034274455,0.817377406,0.041932227,0.966552726,0.9899287,0.004396085,FALSE,RAB27B
ENSG00000175893.12,1449.548737,-0.013567347,0.323277647,-0.041968094,0.966524133,0.9899287,0.004396085,FALSE,ZDHHC21
ENSG00000228013.1,13.01684246,-0.029889479,0.709759344,-0.042112132,0.966409309,0.9899287,0.004396085,FALSE,IL6R-AS1
ENSG00000230866.2,120.1584017,-0.017956218,0.426272226,-0.042123829,0.966399984,0.9899287,0.004396085,FALSE,NA
ENSG00000233623.2,4.892276863,0.055319059,1.320400622,0.041895662,0.966581874,0.9899287,0.004396085,FALSE,PGAM1P11
ENSG00000260988.1,6.146233645,-0.048129841,1.144850257,-0.042040293,0.966466577,0.9899287,0.004396085,FALSE,NA
ENSG00000275880.1,31.05160827,0.026363488,0.626790637,0.042061076,0.96645001,0.9899287,0.004396085,FALSE,NAXD-AS1
ENSG00000227487.4,5.505225897,0.087141806,2.087302193,0.041748534,0.966699163,0.989969249,0.004378296,FALSE,NA
ENSG00000267193.7,8.277845644,-0.040494492,0.968867089,-0.041795714,0.966661552,0.989969249,0.004378296,FALSE,NA
ENSG00000198740.9,8264.694967,0.019914594,0.479037634,0.041572086,0.966839827,0.990033726,0.004350011,FALSE,ZNF652
ENSG00000259392.2,6.12079656,0.045289504,1.088401265,0.041611036,0.966808775,0.990033726,0.004350011,FALSE,LOC107984761
ENSG00000115266.12,8.149351094,-0.043097209,1.039650067,-0.041453572,0.966934305,0.990050904,0.004342475,FALSE,APC2
ENSG00000234851.4,3178.911316,0.020721199,0.499472447,0.04148617,0.966908318,0.990050904,0.004342475,FALSE,RPL23AP42
ENSG00000283384.1,51.59656472,0.016880638,0.407946577,0.041379531,0.966993331,0.99007156,0.004333415,FALSE,NA
ENSG00000174173.7,643.853082,-0.016650162,0.403673297,-0.041246626,0.967099283,0.990140258,0.004303281,FALSE,TRMT10C
ENSG00000225138.8,96.84840442,-0.020455344,0.496720824,-0.041180766,0.967151787,0.990154232,0.004297152,FALSE,NA
ENSG00000002933.9,1068.382931,0.020118465,0.490376205,0.041026592,0.967274696,0.990190119,0.004281412,FALSE,TMEM176A
ENSG00000163607.18,344.0350441,-0.016308889,0.398042875,-0.040972695,0.967317664,0.990190119,0.004281412,FALSE,GTPBP8
ENSG00000168795.5,947.8280061,0.013074875,0.319352457,0.040941832,0.967342268,0.990190119,0.004281412,FALSE,ZBTB5
ENSG00000233401.1,7.423691476,-0.04808902,1.172532379,-0.041012957,0.967285567,0.990190119,0.004281412,FALSE,PRKAR1AP1
ENSG00000169752.17,4.830988765,0.046691508,1.143669122,0.040826063,0.967434561,0.990205042,0.004274867,FALSE,NRG4
ENSG00000281530.1,12.20537757,-0.032365577,0.792626137,-0.040833346,0.967428755,0.990205042,0.004274867,FALSE,NA
ENSG00000227782.2,9.245719549,-0.034144396,0.838123826,-0.040739083,0.967503904,0.990236243,0.004261182,FALSE,NA
ENSG00000067992.17,5832.355808,0.019695242,0.485021741,0.040606926,0.967609262,0.990289598,0.004237783,FALSE,PDK3
ENSG00000080910.14,66.56458393,-0.016029236,0.395040294,-0.040576204,0.967633755,0.990289598,0.004237783,FALSE,CFHR2
ENSG00000128567.17,6348.735291,0.024269948,0.599082538,0.04051186,0.967685052,0.990302324,0.004232202,FALSE,PODXL
ENSG00000100226.16,1520.001173,0.011194052,0.278595545,0.040180299,0.967949384,0.9903028,0.004231993,FALSE,GTPBP1
ENSG00000155463.14,2308.288441,-0.010057723,0.249743917,-0.040272146,0.96787616,0.9903028,0.004231993,FALSE,OXA1L
ENSG00000156030.14,3324.688169,-0.010941924,0.272661918,-0.040130005,0.967989481,0.9903028,0.004231993,FALSE,MIDEAS
ENSG00000196109.9,394.3109056,-0.035732281,0.888145542,-0.040232461,0.967907798,0.9903028,0.004231993,FALSE,ZNF676
ENSG00000198586.14,3691.189574,0.009221467,0.227961041,0.040451945,0.967732818,0.9903028,0.004231993,FALSE,TLK1
ENSG00000256053.9,428.9447154,-0.010497761,0.261854527,-0.040090051,0.968021334,0.9903028,0.004231993,FALSE,COA8
ENSG00000287814.1,5.202516887,0.056852782,1.410144495,0.04031699,0.967840409,0.9903028,0.004231993,FALSE,LOC105377727
ENSG00000289094.1,38.71702196,0.032744915,0.814089218,0.04022276,0.967915533,0.9903028,0.004231993,FALSE,NA
ENSG00000289123.2,6.998296528,-0.063878042,1.594058935,-0.040072572,0.968035268,0.9903028,0.004231993,FALSE,NA
ENSG00000173068.19,2045.338376,0.016082594,0.404214255,0.039787299,0.968262702,0.990416186,0.004182271,FALSE,BNC2
ENSG00000259033.2,12.98572607,-0.055442885,1.392768527,-0.039807681,0.968246453,0.990416186,0.004182271,FALSE,NA
ENSG00000293115.1,1445.658483,0.011621714,0.292030599,0.03979622,0.96825559,0.990416186,0.004182271,FALSE,NA
ENSG00000158290.19,5197.389582,0.008956535,0.225857424,0.039655705,0.968367616,0.990442999,0.004170514,FALSE,CUL4B
ENSG00000259642.2,148.1582966,0.016209083,0.408397728,0.039689455,0.968340709,0.990442999,0.004170514,FALSE,NA
ENSG00000284685.2,31.23049154,0.021065247,0.531840987,0.039608168,0.968405516,0.990442999,0.004170514,FALSE,NA
ENSG00000164494.12,509.8816605,-0.012537158,0.319788351,-0.03920455,0.968727306,0.990594553,0.004104064,FALSE,PDSS2
ENSG00000171126.8,8.484228486,0.030480994,0.7789722,0.039129759,0.968786935,0.990594553,0.004104064,FALSE,KCNG3
ENSG00000177426.22,1194.264928,-0.012800628,0.326854164,-0.039163118,0.968760339,0.990594553,0.004104064,FALSE,TGIF1
ENSG00000184990.13,530.9726164,-0.012482336,0.317231949,-0.039347662,0.968613207,0.990594553,0.004104064,FALSE,SIVA1
ENSG00000228421.2,9.341960854,0.04031722,1.028111363,0.039214837,0.968719104,0.990594553,0.004104064,FALSE,NA
ENSG00000289048.2,122.2673461,-0.017625169,0.449209981,-0.039235926,0.968702291,0.990594553,0.004104064,FALSE,NA
ENSG00000124159.17,4.600548289,0.062197389,1.598597526,0.038907473,0.968964159,0.990736013,0.00404205,FALSE,MATN4
ENSG00000114388.14,441.6060104,-0.012521855,0.323582954,-0.038697513,0.969131556,0.990853911,0.003990372,FALSE,NPRL2
ENSG00000140254.13,32.29579018,-0.03862441,0.998942204,-0.03866531,0.969157231,0.990853911,0.003990372,FALSE,DUOXA1
ENSG00000113946.4,9.317679232,0.033065994,0.862502991,0.038337252,0.96941879,0.991072758,0.003894461,FALSE,CLDN16
ENSG00000118961.15,476.5588373,0.018289044,0.479361371,0.038152937,0.969565744,0.991072758,0.003894461,FALSE,LDAH
ENSG00000130741.11,9971.324184,0.01074424,0.281542947,0.038161994,0.969558523,0.991072758,0.003894461,FALSE,EIF2S3
ENSG00000158711.14,5891.486666,-0.011394675,0.29852805,-0.038169528,0.969552516,0.991072758,0.003894461,FALSE,ELK4
ENSG00000245149.6,159.2298645,-0.019588942,0.512877919,-0.038194161,0.969532877,0.991072758,0.003894461,FALSE,RNF139-DT
ENSG00000196981.4,588.9243927,-0.011008978,0.290427562,-0.037906106,0.969762544,0.991165844,0.003853673,FALSE,WDR5B
ENSG00000270640.1,74.92045102,0.02494263,0.658249368,0.037892372,0.969773495,0.991165844,0.003853673,FALSE,NA
ENSG00000285897.1,12.78503527,0.052795826,1.390328351,0.037973639,0.9697087,0.991165844,0.003853673,FALSE,NA
ENSG00000188916.9,29.32127561,-0.034500633,0.913891869,-0.03775133,0.96988595,0.991241023,0.003820733,FALSE,INSYN2A
ENSG00000162368.15,4286.30251,-0.013705853,0.364372745,-0.037614924,0.969994709,0.991272665,0.00380687,FALSE,CMPK1
ENSG00000165905.18,180.4908654,0.021498746,0.570830128,0.037662249,0.969956975,0.991272665,0.00380687,FALSE,LARGE2
ENSG00000122254.7,83.13717976,0.041489618,1.107219334,0.037471905,0.970108741,0.991349442,0.003773233,FALSE,HS3ST2
ENSG00000104613.12,1759.062253,-0.015074801,0.412630585,-0.036533407,0.970857042,0.991517714,0.003699523,FALSE,INTS10
ENSG00000141627.14,2314.789642,0.013627482,0.372732007,0.036561073,0.970834982,0.991517714,0.003699523,FALSE,DYM
ENSG00000142168.15,2966.19537,0.011931086,0.321369197,0.037125792,0.970384708,0.991517714,0.003699523,FALSE,SOD1
ENSG00000152894.15,6397.95284,0.016316493,0.441215325,0.036980793,0.97050032,0.991517714,0.003699523,FALSE,PTPRK
ENSG00000166444.19,2425.442099,0.016868965,0.460058385,0.03666701,0.970750513,0.991517714,0.003699523,FALSE,DENND2B
ENSG00000189401.3,7.711145237,0.033765721,0.91749299,0.036802157,0.970642754,0.991517714,0.003699523,FALSE,OTUD6A
ENSG00000203593.3,6.193707411,-0.036267184,0.982406893,-0.036916662,0.970551454,0.991517714,0.003699523,FALSE,NA
ENSG00000229417.1,16.72755942,0.026314762,0.714556289,0.036826716,0.970623172,0.991517714,0.003699523,FALSE,NPM1P25
ENSG00000236474.1,13.27515812,0.046848253,1.26793707,0.036948405,0.970526144,0.991517714,0.003699523,FALSE,NA
ENSG00000244479.7,97.41782635,-0.01806757,0.494020831,-0.036572486,0.970825882,0.991517714,0.003699523,FALSE,NA
ENSG00000260571.1,10.79153047,-0.025714406,0.701423913,-0.036660292,0.970755869,0.991517714,0.003699523,FALSE,NA
ENSG00000279977.1,54.5239545,0.018402445,0.501696879,0.036680406,0.970739832,0.991517714,0.003699523,FALSE,NA
ENSG00000284644.1,108.9795777,-0.013690884,0.373311168,-0.036674189,0.970744789,0.991517714,0.003699523,FALSE,NA
ENSG00000285210.1,16.34615978,0.026592435,0.722974464,0.036781983,0.970658839,0.991517714,0.003699523,FALSE,NA
ENSG00000291215.1,693.8556876,-0.011843888,0.321447011,-0.036845538,0.970608164,0.991517714,0.003699523,FALSE,NA
ENSG00000272667.1,68.42396212,-0.013644912,0.374405231,-0.036444235,0.970928144,0.99155059,0.003685123,FALSE,NA
ENSG00000163660.12,3481.939232,-0.007276324,0.200520823,-0.036287123,0.971053418,0.991599048,0.003663899,FALSE,CCNL1
ENSG00000248475.5,5.420223903,-0.045208391,1.245307565,-0.036302992,0.971040764,0.991599048,0.003663899,FALSE,NA
ENSG00000137106.18,1349.170467,-0.009092365,0.251727127,-0.036119925,0.971186735,0.991614692,0.003657047,FALSE,GRHPR
ENSG00000185710.10,699.5847708,0.042283993,1.172293562,0.036069457,0.971226976,0.991614692,0.003657047,FALSE,SMG1P4
ENSG00000205334.4,21.05750246,0.019887366,0.550683321,0.03611398,0.971191475,0.991614692,0.003657047,FALSE,LINC01460
ENSG00000228014.1,32.78508728,-0.020396572,0.56696362,-0.035975099,0.971302214,0.991614692,0.003657047,FALSE,NA
ENSG00000284744.1,13.5502195,0.030596158,0.850414373,0.035977941,0.971299948,0.991614692,0.003657047,FALSE,NA
ENSG00000288011.1,12.34929078,-0.02807872,0.778066417,-0.036087818,0.971212336,0.991614692,0.003657047,FALSE,LOC283045
ENSG00000250486.5,65.7599044,0.029431575,0.819234824,0.035925688,0.971341613,0.991615188,0.00365683,FALSE,FAM218A
ENSG00000279069.2,58.87146086,-0.018610239,0.519825643,-0.035800925,0.971441096,0.991654642,0.003639551,FALSE,NA
ENSG00000284505.1,7.179734603,0.051688543,1.444636744,0.035779613,0.971458089,0.991654642,0.003639551,FALSE,LYNX1-SLURP2
ENSG00000112200.17,3597.011881,-0.008387071,0.235076109,-0.03567811,0.971539025,0.991697536,0.003620766,FALSE,ZNF451
ENSG00000125871.14,616.3640078,-0.010362928,0.291096556,-0.035599623,0.971601609,0.991717549,0.003612002,FALSE,MGME1
