,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,log10padj,significant,symbol
ENSG00000132793.12,556.4660449,-0.151994295,0.305621688,-0.497328237,0.618957603,0.848016136,0.071595884,FALSE,LPIN3
ENSG00000163069.13,1952.124576,0.248817478,0.500319763,0.497316909,0.61896559,0.848016136,0.071595884,FALSE,SGCB
ENSG00000100578.18,1387.888573,0.153339762,0.308815332,0.496541935,0.619512108,0.848075764,0.071565348,FALSE,KIAA0586
ENSG00000104164.12,5034.502493,0.132642267,0.267014098,0.496761287,0.619357398,0.848075764,0.071565348,FALSE,BLOC1S6
ENSG00000135374.11,860.6436711,-0.832532285,1.677260915,-0.496364208,0.619637473,0.848075764,0.071565348,FALSE,ELF5
ENSG00000141698.17,800.0076649,0.223869206,0.450696612,0.496718191,0.619387792,0.848075764,0.071565348,FALSE,NT5C3B
ENSG00000148660.22,1017.447107,-0.137517549,0.277033465,-0.496393277,0.619616967,0.848075764,0.071565348,FALSE,CAMK2G
ENSG00000164684.13,6089.398783,0.218009909,0.438510919,0.49715959,0.619076515,0.848075764,0.071565348,FALSE,ZNF704
ENSG00000166888.13,5201.267645,-0.126535076,0.254702973,-0.496794657,0.619333864,0.848075764,0.071565348,FALSE,STAT6
ENSG00000167608.12,877.2392567,-0.29129935,0.586863903,-0.496366106,0.619636134,0.848075764,0.071565348,FALSE,TMC4
ENSG00000168412.7,31.01452708,0.246462251,0.496039758,0.496859873,0.61928787,0.848075764,0.071565348,FALSE,MTNR1A
ENSG00000184619.8,912.9490072,-0.210856284,0.424454511,-0.496770039,0.619351226,0.848075764,0.071565348,FALSE,KRABD2
ENSG00000188000.6,16.40027936,-0.317391027,0.639004747,-0.496695883,0.619403526,0.848075764,0.071565348,FALSE,OR7D2
ENSG00000198919.13,1102.278816,0.120695147,0.242856039,0.496982275,0.619201551,0.848075764,0.071565348,FALSE,DZIP3
ENSG00000205363.7,69.41123147,-0.436558265,0.878219386,-0.497094772,0.619122221,0.848075764,0.071565348,FALSE,INSYN1
ENSG00000225579.2,5.329490937,-0.492356133,0.991663368,-0.496495231,0.619545052,0.848075764,0.071565348,FALSE,NA
ENSG00000229677.1,21.15782983,0.335074139,0.674353785,0.496881824,0.61927239,0.848075764,0.071565348,FALSE,RPL17P28
ENSG00000240053.9,119.3759806,-0.157379701,0.317084698,-0.496333321,0.619659261,0.848075764,0.071565348,FALSE,LY6G5B
ENSG00000246705.5,872.7742591,-0.158290619,0.318934069,-0.496311415,0.619674714,0.848075764,0.071565348,FALSE,H2AJ
ENSG00000256087.7,724.1667301,0.127515817,0.256632108,0.496881773,0.619272426,0.848075764,0.071565348,FALSE,ZNF432
ENSG00000267259.2,571.8127952,0.466866093,0.940562361,0.496369101,0.619634022,0.848075764,0.071565348,FALSE,LOC112267992
ENSG00000289707.1,167.3357393,0.189241952,0.381093386,0.496576322,0.619487854,0.848075764,0.071565348,FALSE,LOC105377225
ENSG00000243199.1,5.124488,0.710681178,1.432371978,0.496156856,0.619783748,0.848179434,0.071512262,FALSE,RPL6P10
ENSG00000135045.7,133.3621405,-0.193594717,0.390272026,-0.496050714,0.619858631,0.84820917,0.071497037,FALSE,C9orf40
ENSG00000277825.1,15.84371043,-0.38299456,0.772117108,-0.496031698,0.619872047,0.84820917,0.071497037,FALSE,NA
ENSG00000127325.19,6.268620288,-0.633917932,1.278231822,-0.495933461,0.619941357,0.848258462,0.071471799,FALSE,BEST3
ENSG00000203684.5,5.564250454,-0.513152953,1.034966267,-0.495816114,0.620024154,0.848326203,0.071437118,FALSE,IBA57-DT
ENSG00000205581.11,4650.612707,0.130723498,0.263750849,0.495632521,0.620153704,0.8484579,0.071369702,FALSE,HMGN1
ENSG00000148814.18,301.209636,0.159178614,0.321238809,0.495514894,0.620236712,0.848506235,0.071344962,FALSE,LRRC27
ENSG00000225914.5,1920.173962,-0.211127612,0.426100275,-0.49548809,0.620255627,0.848506235,0.071344962,FALSE,HCG23
ENSG00000137674.4,7.107170254,0.902392432,1.821546752,0.495398996,0.620318503,0.848546697,0.071324253,FALSE,MMP20
ENSG00000151348.16,3085.606143,0.1426931,0.288083716,0.495318173,0.620375545,0.848579174,0.071307631,FALSE,EXT2
ENSG00000267549.6,32.93714565,0.344920564,0.696699369,0.495078048,0.620545029,0.848765443,0.071212311,FALSE,ZSCAN5A-AS1
ENSG00000132323.9,526.0855468,0.105602877,0.213347001,0.494981771,0.620612988,0.848812837,0.071188061,FALSE,ILKAP
ENSG00000274492.1,27.29577349,0.372938352,0.753699036,0.494810706,0.620733746,0.848932435,0.071126873,FALSE,NA
ENSG00000198960.11,1269.544552,0.236250608,0.477667676,0.494591994,0.620888155,0.849098039,0.071042162,FALSE,ARMCX6
ENSG00000253516.1,30.78105824,-0.351874598,0.711520033,-0.49453927,0.62092538,0.849103378,0.071039431,FALSE,NA
ENSG00000239445.6,46.97576741,-0.335519907,0.678650757,-0.494392592,0.621028944,0.849185852,0.07099725,FALSE,NA
ENSG00000255458.9,59.15409076,-0.308244942,0.623523904,-0.494359462,0.621052338,0.849185852,0.07099725,FALSE,SMIM14-DT
ENSG00000119431.10,493.6529899,0.132206357,0.26747507,0.494275437,0.62111167,0.849207181,0.070986342,FALSE,HDHD3
ENSG00000137947.12,816.6757076,-0.144468076,0.292304903,-0.494237609,0.621138382,0.849207181,0.070986342,FALSE,GTF2B
ENSG00000139155.9,38.74261434,-0.436349477,0.882948586,-0.494195793,0.62116791,0.849207181,0.070986342,FALSE,SLCO1C1
ENSG00000123453.19,148.7515645,0.266144029,0.538602706,0.494137935,0.621208768,0.84921748,0.070981075,FALSE,SARDH
ENSG00000185065.6,20.31014461,-0.318125357,0.644002348,-0.493981672,0.621319123,0.849295899,0.070940973,FALSE,UFD1-AS1
ENSG00000276547.2,553.8161581,-0.314646285,0.636984381,-0.493962324,0.621332788,0.849295899,0.070940973,FALSE,PCDHGB5
ENSG00000134453.16,1259.135105,0.134294187,0.271986101,0.49375386,0.621480022,0.849451588,0.070861367,FALSE,RBM17
ENSG00000103740.10,15.14373804,-0.521061492,1.055528563,-0.493649827,0.621553505,0.84948558,0.070843989,FALSE,ACSBG1
ENSG00000251034.2,634.481071,-0.175469465,0.355486765,-0.493603368,0.621586322,0.84948558,0.070843989,FALSE,NA
ENSG00000272414.6,41.73135808,-0.414612078,0.840014869,-0.49357707,0.621604898,0.84948558,0.070843989,FALSE,FAM47E-STBD1
ENSG00000168389.18,288.9925982,-0.373661277,0.757275021,-0.493428763,0.621709663,0.849583191,0.070794089,FALSE,MFSD2A
ENSG00000248711.1,6.554322814,0.527055004,1.06831483,0.493351762,0.62176406,0.849611965,0.07077938,FALSE,NA
ENSG00000215866.9,35.74807285,0.23982015,0.486168792,0.493285776,0.621810677,0.849625746,0.070772336,FALSE,LINC01356
ENSG00000257139.1,119.7859244,-0.255684937,0.518375089,-0.493243101,0.621840827,0.849625746,0.070772336,FALSE,NA
ENSG00000280639.1,6.574040991,0.507521606,1.029048217,0.493195166,0.621874693,0.849626464,0.070771969,FALSE,LINC02204
ENSG00000235989.4,10.45731079,-0.399695045,0.810553827,-0.493113513,0.621932384,0.84962793,0.07077122,FALSE,MORC2-AS1
ENSG00000249633.1,9.916987474,-0.503470579,1.021032906,-0.493099268,0.621942448,0.84962793,0.07077122,FALSE,OR52V1P
ENSG00000287133.1,8.092204044,-0.490045174,0.993963294,-0.493021399,0.621997467,0.849657543,0.070756083,FALSE,NA
ENSG00000146676.10,4752.154005,0.165446558,0.335722674,0.492807221,0.622148808,0.849818722,0.070673705,FALSE,PURB
ENSG00000068697.7,11164.76214,0.13822611,0.280643126,0.492533391,0.622342323,0.849943606,0.070609889,FALSE,LAPTM4A
ENSG00000132274.17,4698.692157,0.164930272,0.334824472,0.492587269,0.622304245,0.849943606,0.070609889,FALSE,TRIM22
ENSG00000152556.17,1205.309456,-0.143703815,0.291756084,-0.492547793,0.622332144,0.849943606,0.070609889,FALSE,PFKM
ENSG00000265625.1,33.45370621,-0.351616423,0.713957824,-0.492489067,0.622373649,0.849943606,0.070609889,FALSE,NA
ENSG00000105298.14,464.8874768,0.16823831,0.341688962,0.492372681,0.622455908,0.849958287,0.070602387,FALSE,CACTIN
ENSG00000153048.11,1057.528778,0.164455824,0.334102072,0.492232278,0.622555148,0.849958287,0.070602387,FALSE,CARHSP1
ENSG00000187123.15,1268.365998,-0.40515698,0.823170697,-0.492190722,0.622584523,0.849958287,0.070602387,FALSE,LYPD6
ENSG00000243568.2,41.41399115,0.251328155,0.510612277,0.492209386,0.62257133,0.849958287,0.070602387,FALSE,NA
ENSG00000274860.1,38.82100563,-0.21535119,0.437437928,-0.492301139,0.622506475,0.849958287,0.070602387,FALSE,NA
ENSG00000277440.1,9.975695939,0.439952142,0.893849633,0.492199276,0.622578476,0.849958287,0.070602387,FALSE,NA
ENSG00000167522.17,2515.460724,-0.142538786,0.289654576,-0.492099204,0.622649215,0.849962405,0.070600283,FALSE,ANKRD11
ENSG00000196290.17,722.6985333,0.145199841,0.295094697,0.492044902,0.622687601,0.849962405,0.070600283,FALSE,NIF3L1
ENSG00000204588.5,233.5217715,0.269298851,0.54725377,0.492091358,0.622654761,0.849962405,0.070600283,FALSE,LINC01123
ENSG00000253363.7,8.796121699,-0.427024745,0.868173018,-0.491865949,0.622814111,0.850089555,0.07053532,FALSE,LOC124906685
ENSG00000137103.20,954.9194135,-0.158104943,0.321592628,-0.491631117,0.622980142,0.850270631,0.070442821,FALSE,TMEM8B
ENSG00000046604.15,6468.142789,0.174355455,0.355036198,0.491092053,0.623361342,0.850299609,0.070428021,FALSE,DSG2
ENSG00000102901.13,669.0860373,-0.191610925,0.390092383,-0.491193711,0.623289447,0.850299609,0.070428021,FALSE,CENPT
ENSG00000125731.13,350.8500158,0.192216162,0.39121275,0.491334095,0.623190169,0.850299609,0.070428021,FALSE,SH2D3A
ENSG00000152467.10,7.895205477,0.660225106,1.343478991,0.491429423,0.623122758,0.850299609,0.070428021,FALSE,ZSCAN1
ENSG00000216809.1,27.6600833,0.241818611,0.492353943,0.491147911,0.623321837,0.850299609,0.070428021,FALSE,NA
ENSG00000229222.1,22.90906971,-0.255829058,0.520828472,-0.491196376,0.623287562,0.850299609,0.070428021,FALSE,KRT18P4
ENSG00000232712.6,13.03940545,0.317442067,0.646201818,0.491242919,0.623254647,0.850299609,0.070428021,FALSE,KIZ-AS1
ENSG00000264116.6,5.216252305,-0.485933907,0.988990208,-0.491343497,0.623183521,0.850299609,0.070428021,FALSE,NA
ENSG00000278133.1,114.1697016,-0.174109512,0.354206118,-0.491548574,0.623038506,0.850299609,0.070428021,FALSE,NA
ENSG00000286970.1,6.191595163,0.594725523,1.211051226,0.491082053,0.623368414,0.850299609,0.070428021,FALSE,NA
ENSG00000290699.1,22.95302269,0.66748955,1.358999371,0.491162516,0.623311508,0.850299609,0.070428021,FALSE,NA
ENSG00000267058.1,61.07329099,0.264425293,0.538996682,0.490587978,0.623717891,0.850730772,0.070207858,FALSE,NA
ENSG00000143457.11,1982.917758,-0.13408792,0.273453324,-0.490350301,0.623886038,0.850886698,0.070128266,FALSE,GOLPH3L
ENSG00000164920.10,244.2692056,0.255341362,0.520751989,0.490331996,0.62389899,0.850886698,0.070128266,FALSE,OSR2
ENSG00000105928.16,482.2515799,-0.17975906,0.366950938,-0.489872193,0.624224341,0.850966078,0.070087752,FALSE,GSDME
ENSG00000112303.14,157.6207714,0.277279842,0.565850828,0.490022862,0.624117721,0.850966078,0.070087752,FALSE,VNN2
ENSG00000153560.12,3648.669074,-0.143895899,0.29361608,-0.490081807,0.624076012,0.850966078,0.070087752,FALSE,UBP1
ENSG00000171931.13,12.42283421,0.345472085,0.705069499,0.489983023,0.624145912,0.850966078,0.070087752,FALSE,FBXW10
ENSG00000198720.13,177.755814,-0.204283489,0.416767771,-0.490161436,0.624019667,0.850966078,0.070087752,FALSE,ANKRD13B
ENSG00000235917.1,9.06282375,0.497387374,1.015318452,0.489883123,0.624216606,0.850966078,0.070087752,FALSE,MTCO2P11
ENSG00000261617.2,7.603943004,-0.434963345,0.887718585,-0.489978865,0.624148855,0.850966078,0.070087752,FALSE,LINC02177
ENSG00000273133.1,11.20839091,-0.397091021,0.810492813,-0.489937745,0.624177953,0.850966078,0.070087752,FALSE,NA
ENSG00000203279.6,11.83140427,0.432816511,0.88382742,0.489707041,0.624341219,0.850991316,0.070074872,FALSE,NA
ENSG00000224728.1,14.90265539,-0.431484055,0.881065286,-0.489729946,0.624325008,0.850991316,0.070074872,FALSE,NA
ENSG00000226087.4,19.73956838,0.363329982,0.742008732,0.489657285,0.624376432,0.850991316,0.070074872,FALSE,LOC105374588
ENSG00000243508.1,18.15677619,0.310195845,0.633448188,0.489694108,0.624350372,0.850991316,0.070074872,FALSE,DNAJB6P7
ENSG00000278558.6,4.413726916,1.006317971,2.055815676,0.48949815,0.624489064,0.851099305,0.070019764,FALSE,TMEM191B
ENSG00000231473.5,17.15790677,-0.300998694,0.615020209,-0.489412688,0.624549555,0.851136227,0.070000924,FALSE,RB1-DT
ENSG00000072858.11,788.0747234,0.314109701,0.642163121,0.489143164,0.624740344,0.851214147,0.069961167,FALSE,SIDT1
ENSG00000121864.10,1253.366914,-0.159385293,0.325834297,-0.489160576,0.624728018,0.851214147,0.069961167,FALSE,ZNF639
ENSG00000142959.5,13.68872083,-0.343870399,0.702972799,-0.48916601,0.624724172,0.851214147,0.069961167,FALSE,BEST4
ENSG00000229321.2,73.87646653,-0.193584322,0.395730549,-0.489182153,0.624712743,0.851214147,0.069961167,FALSE,NA
ENSG00000110079.19,1166.865978,-0.350591591,0.716862613,-0.489063853,0.624796492,0.851245135,0.069945357,FALSE,MS4A4A
ENSG00000160888.7,1614.693269,0.193504771,0.395714724,0.489000686,0.624841211,0.851260549,0.069937493,FALSE,IER2
ENSG00000137869.16,30.8531941,-0.582266175,1.191908112,-0.488515993,0.6251844,0.851363619,0.069884912,FALSE,CYP19A1
ENSG00000167306.21,3033.201095,0.228180393,0.467000361,0.488608601,0.625118823,0.851363619,0.069884912,FALSE,MYO5B
ENSG00000176896.9,286.4069692,-0.138012876,0.282414801,-0.488688539,0.625062219,0.851363619,0.069884912,FALSE,TCEANC
ENSG00000196196.3,118.3057304,0.572528778,1.172006723,0.488502981,0.625193615,0.851363619,0.069884912,FALSE,HRCT1
ENSG00000205054.9,13.6201112,0.577770916,1.182322999,0.488674344,0.62507227,0.851363619,0.069884912,FALSE,LINC01121
ENSG00000214919.3,25.02822029,0.358990284,0.734461301,0.488780393,0.62499718,0.851363619,0.069884912,FALSE,NA
ENSG00000238198.2,66.64231967,-0.195450529,0.400095719,-0.488509422,0.625189053,0.851363619,0.069884912,FALSE,LRIG2-DT
ENSG00000254395.1,32.3283546,-0.50415028,1.03202105,-0.488507748,0.625190239,0.851363619,0.069884912,FALSE,IGHV4-55
ENSG00000267279.3,4.642343569,0.584825459,1.197261726,0.488469184,0.625217548,0.851363619,0.069884912,FALSE,NA
ENSG00000179632.11,1865.210275,0.150577865,0.308306345,0.488403391,0.625264141,0.851363697,0.069884873,FALSE,MAF1
ENSG00000289419.1,28.89397031,0.291949402,0.597797904,0.488374751,0.625284423,0.851363697,0.069884873,FALSE,NA
ENSG00000111732.12,4.654744848,0.527017822,1.079371286,0.488263704,0.625363067,0.851410577,0.069860959,FALSE,AICDA
ENSG00000289546.1,10.95441729,-0.371563331,0.761038805,-0.488231781,0.625385676,0.851410577,0.069860959,FALSE,NA
ENSG00000126803.10,641.5055862,0.363850255,0.745441607,0.488100277,0.625478815,0.851467107,0.069832124,FALSE,HSPA2
ENSG00000225300.1,110.1242981,-0.237679647,0.486969821,-0.488078802,0.625494026,0.851467107,0.069832124,FALSE,NA
ENSG00000137944.18,1268.191327,-0.199833596,0.409475558,-0.488023258,0.625533367,0.851475177,0.069828008,FALSE,KYAT3
ENSG00000198890.9,634.147972,-0.178676683,0.366211044,-0.487906322,0.625616196,0.851542439,0.069793703,FALSE,PRMT6
ENSG00000257767.3,57.23523124,1.818928632,3.729602799,0.487700361,0.625762096,0.851695534,0.06971563,FALSE,NA
ENSG00000171811.14,58.05926577,-0.582871358,1.19575816,-0.487449199,0.625940035,0.851846724,0.069638542,FALSE,CFAP46
ENSG00000272138.3,15.07789777,-0.517257734,1.061087492,-0.487478872,0.625919012,0.851846724,0.069638542,FALSE,LINC01607
ENSG00000140006.12,519.6767035,0.132216357,0.271332787,0.487284851,0.626056482,0.851959699,0.069580949,FALSE,WDR89
ENSG00000227080.2,12.3965038,0.354512734,0.727710219,0.487161956,0.626143563,0.852032703,0.069543736,FALSE,NA
ENSG00000175787.17,197.7447846,-0.204852282,0.420545493,-0.487110873,0.626179762,0.852036462,0.069541819,FALSE,ZNF169
ENSG00000127220.6,231.9232514,0.23103406,0.47440133,0.487001291,0.626257416,0.85204413,0.069537911,FALSE,ABHD8
ENSG00000226994.9,4.652942378,-0.510395683,1.04812355,-0.486961373,0.626285705,0.85204413,0.069537911,FALSE,NA
ENSG00000289628.1,4.674213661,-0.609152008,1.250880026,-0.486978763,0.626273381,0.85204413,0.069537911,FALSE,NA
ENSG00000188993.4,25.53576465,0.349565816,0.717935582,0.486904152,0.626326257,0.852052691,0.069533548,FALSE,LRRC66
ENSG00000232821.1,5.691471214,0.815124367,1.67440361,0.486814745,0.62638962,0.852052691,0.069533548,FALSE,NA
ENSG00000287346.1,13.21103133,-0.429099405,0.881449769,-0.486810956,0.626392305,0.852052691,0.069533548,FALSE,NA
ENSG00000101577.11,1714.516038,0.120490772,0.247544833,0.486743234,0.626440303,0.852072498,0.069523452,FALSE,LPIN2
ENSG00000165782.11,660.4564455,-0.12399209,0.254849294,-0.486531034,0.626590707,0.852186102,0.069465553,FALSE,PIP4P1
ENSG00000167978.19,21647.53803,0.155251719,0.31908743,0.486549154,0.626577864,0.852186102,0.069465553,FALSE,SRRM2
ENSG00000187904.3,5.372016359,0.485853496,0.998812421,0.486431171,0.626661494,0.852195164,0.069460935,FALSE,NA
ENSG00000288864.1,36.78101502,0.338018007,0.694899364,0.486427279,0.626664254,0.852195164,0.069460935,FALSE,ARHGAP11A-SCG5
ENSG00000125870.11,849.3712899,0.124308641,0.255826302,0.485910323,0.627030749,0.852648056,0.069230194,FALSE,SNRPB2
ENSG00000171903.17,163.5205238,-0.55897146,1.151493338,-0.48543178,0.627370094,0.852972956,0.069064738,FALSE,CYP4F11
ENSG00000238741.1,2171.683858,0.138075547,0.284387277,0.485519422,0.627307939,0.852972956,0.069064738,FALSE,SCARNA7
ENSG00000279549.1,58.89012735,-0.241010889,0.496479266,-0.485439989,0.627364272,0.852972956,0.069064738,FALSE,NA
ENSG00000245750.11,220.0416551,0.327645171,0.675298148,0.485185946,0.62754445,0.853164491,0.068967228,FALSE,DRAIC
ENSG00000238228.1,48.41956689,0.357515511,0.73701475,0.485085965,0.627615368,0.853215386,0.068941321,FALSE,OR7E7P
ENSG00000146350.14,540.9441029,-0.197001936,0.406295386,-0.484873672,0.627765959,0.853302501,0.068896981,FALSE,TBC1D32
ENSG00000157985.20,2287.842048,0.189398175,0.39062928,0.484854015,0.627779904,0.853302501,0.068896981,FALSE,AGAP1
ENSG00000272156.1,25.21156566,-0.274275661,0.565662221,-0.484875339,0.627764777,0.853302501,0.068896981,FALSE,NA
ENSG00000167785.9,1030.677375,-0.106073806,0.218798785,-0.484800708,0.627817721,0.853308389,0.068893985,FALSE,ZNF558
ENSG00000013293.6,38.52395208,-0.288600951,0.595377866,-0.484735774,0.627863786,0.853325486,0.068885283,FALSE,SLC7A14
ENSG00000132763.15,369.8732,-0.180914178,0.373470085,-0.484414107,0.628092009,0.853499102,0.068796931,FALSE,MMACHC
ENSG00000256667.7,25.46408943,0.322507021,0.665735565,0.484437122,0.628075679,0.853499102,0.068796931,FALSE,NA
ENSG00000293486.1,6.624963848,-0.589037857,1.215966526,-0.484419467,0.628088205,0.853499102,0.068796931,FALSE,NA
ENSG00000140950.16,756.8137536,0.220093614,0.454420997,0.484338565,0.628145611,0.853526427,0.068783028,FALSE,MEAK7
ENSG00000104973.19,860.806471,0.119601662,0.247194095,0.483837053,0.628501517,0.853609257,0.068740884,FALSE,MED25
ENSG00000115268.10,4514.450957,-0.13510481,0.279288068,-0.48374716,0.628565319,0.853609257,0.068740884,FALSE,RPS15
ENSG00000135473.16,1387.60069,-0.255715756,0.528580345,-0.483778404,0.628543143,0.853609257,0.068740884,FALSE,PAN2
ENSG00000152939.17,1061.552497,0.204216232,0.422166845,0.483733467,0.628575039,0.853609257,0.068740884,FALSE,MARVELD2
ENSG00000159640.17,691.2746579,0.186162965,0.384683023,0.483938605,0.628429442,0.853609257,0.068740884,FALSE,ACE
ENSG00000167615.18,2849.739486,-0.10924876,0.22575667,-0.483922623,0.628440784,0.853609257,0.068740884,FALSE,LENG8
ENSG00000184702.20,503.7789713,0.195963269,0.40508612,0.483757055,0.628558296,0.853609257,0.068740884,FALSE,SEPTIN5
ENSG00000232721.3,92.63711119,-0.270274693,0.558246283,-0.484149562,0.62827973,0.853609257,0.068740884,FALSE,NA
ENSG00000272509.1,5.24817306,0.552745562,1.141693446,0.48414534,0.628282725,0.853609257,0.068740884,FALSE,NA
ENSG00000283199.3,113.7507682,-0.310795845,0.642440714,-0.483773581,0.628546567,0.853609257,0.068740884,FALSE,C13orf46
ENSG00000290867.1,505.0258847,0.176973939,0.365650137,0.483998012,0.62838728,0.853609257,0.068740884,FALSE,LINC01145
ENSG00000142892.15,2353.198434,0.140530742,0.290628925,0.483540109,0.628712288,0.853695356,0.068697081,FALSE,PIGK
ENSG00000162267.14,29.56002311,0.278265372,0.575496658,0.483522134,0.628725048,0.853695356,0.068697081,FALSE,ITIH3
ENSG00000249637.4,11.75446762,0.351452102,0.726986864,0.48343666,0.628785723,0.853695356,0.068697081,FALSE,ANKHD1-DT
ENSG00000278869.2,21.31046504,-0.29213513,0.60425782,-0.483461066,0.628768398,0.853695356,0.068697081,FALSE,NA
ENSG00000279996.1,11.60281155,-0.425258511,0.87970897,-0.483408179,0.628805942,0.853695356,0.068697081,FALSE,NA
ENSG00000279932.1,23.12019946,0.601107769,1.243625258,0.483351206,0.628846387,0.853704783,0.068692285,FALSE,NA
ENSG00000174606.14,1481.096247,0.122800754,0.254184036,0.483117494,0.629012314,0.853767573,0.068660344,FALSE,ANGEL2
ENSG00000205464.14,19.79429758,0.44365393,0.918210723,0.483172238,0.628973445,0.853767573,0.068660344,FALSE,NA
ENSG00000233493.4,41.25409139,0.264315522,0.547126889,0.483097298,0.629026652,0.853767573,0.068660344,FALSE,TMEM238
ENSG00000274776.1,16.28528635,-0.308455924,0.638424584,-0.4831517,0.628988027,0.853767573,0.068660344,FALSE,NA
ENSG00000272647.3,7.471034473,-0.454404271,0.94081035,-0.482992423,0.629101116,0.853823164,0.068632067,FALSE,NA
ENSG00000163374.21,3349.57717,0.138606424,0.287014075,0.482925528,0.629148615,0.853842156,0.068622407,FALSE,YY1AP1
ENSG00000180822.12,480.7312681,0.144941241,0.300226613,0.482772796,0.629257068,0.853911923,0.068586923,FALSE,PSMG4
ENSG00000235023.1,15.75906819,-0.358652736,0.742923321,-0.482758753,0.629267041,0.853911923,0.068586923,FALSE,NA
ENSG00000236444.5,6.043742568,-0.646544574,1.339401639,-0.482711499,0.629300597,0.853911987,0.06858689,FALSE,UBE2L5
ENSG00000280924.1,5.072772599,-0.529375687,1.09693258,-0.482596375,0.629382353,0.853977451,0.068553596,FALSE,LINC00628
ENSG00000163161.14,1659.604653,0.102174627,0.211821568,0.482361773,0.629548972,0.854041597,0.068520976,FALSE,ERCC3
ENSG00000182004.13,1011.979499,-0.123384805,0.255801143,-0.482346574,0.629559767,0.854041597,0.068520976,FALSE,SNRPE
ENSG00000260316.2,21.81415128,0.326369446,0.676561167,0.482394589,0.629525664,0.854041597,0.068520976,FALSE,LOC124903619
ENSG00000287653.1,8.217942891,0.446084967,0.924833083,0.482341057,0.629563685,0.854041597,0.068520976,FALSE,NA
ENSG00000270605.1,48.62252164,0.28360838,0.588070272,0.482269541,0.629614482,0.85406504,0.068509055,FALSE,NA
ENSG00000108622.11,406.8014185,-0.205033337,0.42527235,-0.482122426,0.62971898,0.854139496,0.068471195,FALSE,ICAM2
ENSG00000281560.1,20.83220934,-0.300062793,0.622410506,-0.482097892,0.629736407,0.854139496,0.068471195,FALSE,LSINCT5
ENSG00000157992.12,143.5366291,-0.324529892,0.673413133,-0.481917973,0.629864218,0.854267384,0.068406175,FALSE,KRTCAP3
ENSG00000107771.17,3589.820433,0.149767378,0.310868666,0.481770581,0.62996893,0.854315724,0.0683816,FALSE,CCSER2
ENSG00000287642.3,4.801618577,-0.491893661,1.021106228,-0.481726237,0.630000435,0.854315724,0.0683816,FALSE,NA
ENSG00000293027.1,21.8136256,-0.271346662,0.563239808,-0.481760447,0.62997613,0.854315724,0.0683816,FALSE,NA
ENSG00000100116.17,167.2965105,0.180665565,0.375182955,0.481539905,0.630132825,0.854358861,0.068359672,FALSE,GCAT
ENSG00000196498.15,5230.739013,0.180114656,0.374033888,0.481546357,0.630128241,0.854358861,0.068359672,FALSE,NCOR2
ENSG00000288924.1,357.1138448,-0.135222213,0.280780576,-0.4815939,0.63009446,0.854358861,0.068359672,FALSE,NA
ENSG00000166478.10,710.5501648,0.176196371,0.365957686,0.481466513,0.630184974,0.854384108,0.068346838,FALSE,ZNF143
ENSG00000092020.11,575.7739332,0.145421634,0.30221508,0.481185895,0.630384385,0.854441112,0.068317863,FALSE,PPP2R3C
ENSG00000157343.9,7.855862233,0.523892814,1.088706924,0.481206468,0.630369764,0.854441112,0.068317863,FALSE,ARMC12
ENSG00000162396.6,184.3432532,0.183928401,0.382211782,0.481221171,0.630359316,0.854441112,0.068317863,FALSE,PARS2
ENSG00000171311.13,442.6800585,-0.104844374,0.217890979,-0.48117813,0.630389903,0.854441112,0.068317863,FALSE,EXOSC1
ENSG00000178078.12,609.898006,0.220181822,0.457685136,0.481077064,0.630461729,0.854441112,0.068317863,FALSE,STAP2
ENSG00000198879.13,1914.497685,0.161660988,0.336029045,0.481092306,0.630450896,0.854441112,0.068317863,FALSE,SFMBT2
ENSG00000258644.6,7.046669695,0.911644846,1.894853041,0.481116385,0.630433783,0.854441112,0.068317863,FALSE,SYNJ2BP-COX16
ENSG00000289038.2,5.582406143,-0.644669066,1.340250512,-0.481006394,0.630511954,0.854463738,0.068306363,FALSE,NA
ENSG00000062524.16,18.51655081,-0.307929537,0.640554624,-0.480723307,0.630713164,0.854690963,0.068190888,FALSE,LTK
ENSG00000168237.18,148.4295188,-0.156357904,0.325385356,-0.480531472,0.63084953,0.854830298,0.068120093,FALSE,GLYCTK
ENSG00000140939.15,331.7756201,0.215004921,0.4476681,0.480277511,0.631030078,0.854932284,0.068068283,FALSE,NOL3
ENSG00000236268.6,16.52422332,-0.296578834,0.617606943,-0.480206444,0.631080605,0.854932284,0.068068283,FALSE,LINC01361
ENSG00000236928.3,9.494783816,0.413962867,0.861769266,0.480363924,0.630968642,0.854932284,0.068068283,FALSE,NA
ENSG00000273080.2,46.88072416,-0.231430856,0.482004549,-0.480142473,0.631126089,0.854932284,0.068068283,FALSE,NA
ENSG00000274038.1,5.96377226,0.594779461,1.238286877,0.480324448,0.630996707,0.854932284,0.068068283,FALSE,NA
ENSG00000286409.2,5.93607167,-0.511276867,1.064757201,-0.480181647,0.631098236,0.854932284,0.068068283,FALSE,NA
ENSG00000235908.1,7.547219943,0.430084362,0.895838102,0.480091616,0.631162249,0.854935821,0.068066486,FALSE,NA
ENSG00000137274.13,575.4493095,0.169633804,0.353441452,0.479948808,0.631263794,0.854936231,0.068066278,FALSE,BPHL
